date;oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
2020-10-11;99000000000;11.10.2020;73.99;110.67;79.31;35.11;84.0;58.07;33.25;166.61;40.11;56.5;30.6;124.6;49.47;289,8;210.16;0.0;0.0;176.03;271.53;0.0;252.48;377.63;245.33;726.1;75.68;558.7;4.7;137.76;85.69;20.19;26.24;76.76;5 940,52;5 062,58;6 169,09;2 106,51;310,93;3 997,97;1 358,42;512,11;1 110,27;1 740,88;842,78;341,09;591,78;841,13;2 110,20;3 130,41;707,2;1 026,92;0.0;0.0;2 347,62;681,06;0.0;163,63;315.06;292.57;219.24;4 563,49;462,76;31 054,00;25.95;1 710,15;439,02;2 894,98;1 727,19;46.54;47.75;48.52;50.75;23 221,51;18 746,77;884,23;4 180,28
2020-10-18;99000000000;18.10.2020;74.07;112.57;81.02;35.31;86.66;48.41;33.3;130.98;34.85;54.69;23.25;116.6;49.96;278,94;201.66;0.0;264.43;189.97;274.92;0.0;237.43;372.7;246.98;740.1;75.57;560.33;5.01;131.04;88.8;19.29;26.98;81.55;5 685,19;4 838,28;5 836,66;2 092,03;383,43;3 676,20;1 326,48;483,58;1 405,07;1 578,70;1 088,70;377,41;924,7;1 327,47;2 602,30;2 766,80;608,34;971,04;0.0;107.45;2 091,86;622,25;0.0;196,92;309.19;294.52;244.59;4 450,46;461,6;31 452,00;37.22;1 660,77;420,44;2 796,85;1 568,71;46.15;47.77;48.65;51.74;32 652,52;19 821,91;841,09;4 395,82
2020-10-25;99000000000;25.10.2020;71.87;107.37;81.38;33.08;83.19;45.45;35.33;182.5;35.06;46.41;20.26;146.6;50.65;294,07;193.86;0.0;0.0;183.63;275.53;0.0;194.65;389.88;246.98;723.9;74.95;548.96;4.5;0.0;87.33;18.92;27.41;82.72;5 727,61;4 856,17;6 041,47;1 567,18;333,53;3 119,91;897,47;377,76;1 147,43;1 424,22;621,46;415,37;590,31;1 450,08;1 682,10;1 963,40;479,23;763,6;0.0;0.0;1 343,04;280,02;0.0;192,02;190.02;216.15;164.37;3 842,42;292,61;26 631,00;0.0;1 176,11;334,15;2 013,34;1 297,20;45.66;47.77;0.0;51.51;17 057,72;9 663,94;0;87,19
2020-11-01;99000000000;01.11.2020;73.29;121.02;80.17;36.46;91.55;49.81;39.24;210.15;29.7;62.31;31.86;131.6;53.66;304,96;215.6;0.0;0.0;182.6;275.16;0.0;210.18;371.21;250.3;711.18;75.59;551.08;5.14;0.0;90.84;19.92;26.81;77.53;5 866,69;4 977,06;6 133,86;1 938,02;316,23;3 457,34;1 445,17;407,07;1 213,19;1 371,55;829,09;980,78;413,77;633,46;2 263,60;2 395,55;541,67;934,28;0.0;0.0;1 690,44;453,59;0.0;211,1;258.03;233.38;198.39;4 296,21;357,6;28 284,00;0.0;1 407,55;505,5;2 480,69;1 566,97;46.32;47.87;48.67;51.4;26 583,10;15 074,41;909,46;82,91
2020-11-08;99000000000;08.11.2020;74.47;110.74;79.76;34.21;69.47;45.14;37.34;166.6;35.3;68.03;31.75;132.7;51.6;292,52;214.49;0.0;207.03;181.36;262.67;0.0;211.35;377.28;244.06;710.11;75.54;517.66;5.31;0.0;91.63;20.63;29.01;79.89;5 753,88;4 877,39;6 008,18;2 238,36;453,68;3 776,33;1 580,92;692,98;1 728,49;1 569,52;1 323,76;973,72;641,99;591,87;2 400,30;2 856,08;692,42;970,66;0.0;109.08;2 038,11;607,14;0.0;238,12;268.29;281.0;231.49;4 676,48;474,36;32 489,00;0.0;1 678,23;614,3;2 695,84;1 762,02;45.87;47.94;49.47;53.0;20 697,26;11 481,87;1 024,01;151,54
2020-11-15;99000000000;15.11.2020;76.43;112.51;79.41;37.1;69.81;54.52;38.94;211.38;35.6;52.92;24.08;105.5;52.68;278,56;209.75;0.0;332.38;171.33;266.09;0.0;233.17;385.05;246.1;630.1;75.14;525.62;5.53;153.32;92.22;20.52;26.72;81.48;5 715,24;4 867,60;5 856,49;2 326,61;506,12;3 656,32;1 802,69;690,09;1 444,30;1 764,86;815,07;1 036,76;842,61;858,62;3 816,20;2 786,32;775,32;1 064,88;0.0;110.71;2 520,98;730,05;0.0;240,54;296.98;302.57;357.69;4 803,56;556,79;37 366,53;28.04;1 724,56;357,67;3 058,18;1 821,31;45.9;47.92;49.48;53.0;20 460,80;17 638,24;1 476,69;91,6
2020-11-22;99000000000;22.11.2020;76.75;133.35;78.57;35.18;69.35;49.0;38.64;164.38;35.27;70.04;32.39;144.1;54.19;309,5;196.69;0.0;325.02;184.25;276.18;0.0;219.17;387.77;246.03;707.46;74.84;548.35;5.49;0.0;102.46;20.51;27.11;77.77;6 045,66;5 130,87;6 336,39;2 042,15;405,76;3 864,96;1 671,10;626,55;1 452,10;1 836,60;1 051,42;1 063,88;638,12;577,07;2 112,30;2 772,50;637,74;1 003,74;0.0;133.75;2 175,55;639,92;0.0;256,13;293.37;277.41;215.29;5 340,16;541,19;32 108,00;0.0;1 468,90;372,97;2 881,88;1 525,00;45.9;47.93;49.47;53.0;20 116,66;17 136,79;968,8;90,55
2020-11-29;99000000000;29.11.2020;70.84;119.23;80.88;33.76;78.89;52.01;37.95;195.32;35.03;66.15;32.74;138.4;54.2;431,27;214.3;0.0;0.0;183.54;252.7;0.0;219.16;376.49;242.63;598.47;77.02;519.24;5.48;0.0;95.54;20.57;27.04;79.79;5 921,81;5 021,59;6 205,57;1 857,75;455,48;3 382,41;1 336,50;481,01;1 223,40;1 723,01;890,98;1 058,73;617,18;498,08;2 325,80;2 656,44;653,29;892,7;0.0;0.0;1 958,64;704,94;0.0;200,43;276.71;264.09;290.2;4 286,62;462,9;31 303,00;0.0;1 550,43;416,1;2 396,62;1 805,52;46.27;47.94;49.47;53.0;20 759,86;18 465,90;1 228,63;94,91
2020-12-06;99000000000;06.12.2020;70.3;128.14;81.35;36.99;68.27;50.95;34.88;194.09;33.44;73.23;33.62;119.7;54.44;304,64;204.72;0.0;0.0;186.83;266.15;0.0;206.1;391.32;251.13;702.02;77.09;540.36;6.0;0.0;102.7;20.26;27.26;85.49;6 060,68;5 160,36;6 247,97;2 031,49;486,59;3 598,16;1 729,59;660,81;1 390,36;1 750,83;829,22;1 013,91;738,29;621,34;2 753,00;2 804,33;696,08;908,36;0.0;0.0;1 962,86;657,06;0.0;215,08;247.2;251.63;213.17;4 072,97;457,22;28 778,00;0.0;1 332,79;427,37;2 720,22;1 335,24;46.11;48.15;50.27;52.99;27 470,96;19 783,18;1 449,74;22,64
2020-12-13;99000000000;13.12.2020;72.51;113.71;80.96;32.37;66.87;54.53;36.24;219.25;33.44;68.56;33.24;126.6;54.0;301,13;216.02;0.0;0.0;184.08;251.86;0.0;189.43;376.05;247.53;677.91;76.61;527.04;6.26;0.0;100.25;19.84;27.92;87.28;5 893,55;5 004,10;6 139,75;2 092,85;551,9;3 712,87;2 057,07;695,33;1 216,44;1 613,78;783,68;1 132,40;699,82;719,86;2 634,30;2 922,55;842,4;1 030,13;0.0;0.0;2 090,28;839,93;0.0;265,05;278.31;277.04;238.42;4 298,94;534,6;30 437,48;0.0;1 306,03;436,28;2 793,00;1 618,86;46.8;48.17;50.26;53.0;35 349,03;21 368,23;1 236,20;150,94
2020-12-20;99000000000;20.12.2020;69.06;119.69;81.03;34.35;66.25;48.54;35.68;240.8;33.47;60.03;33.37;119.9;52.95;380,75;211.5;0.0;261.48;187.54;272.29;0.0;191.37;383.88;250.88;717.37;76.8;545.62;6.71;0.0;102.74;21.23;33.73;97.54;5 876,04;4 996,53;6 099,60;1 963,48;532,38;3 743,51;1 814,01;673,18;1 508,04;1 625,62;714,98;1 333,14;1 100,35;714,89;2 519,80;2 736,34;765,25;906,92;0.0;110.97;2 345,41;842,21;0.0;261,1;273.35;253.3;233.63;4 322,09;496,9;30 079,00;0.0;1 586,86;342,63;3 417,11;1 804,83;46.1;48.17;50.27;52.99;33 241,22;21 780,66;1 275,91;66,24
2020-12-27;99000000000;27.12.2020;69.85;128.42;81.57;35.18;73.32;49.61;39.44;256.24;33.44;67.13;37.18;117.1;54.1;407,79;219.69;0.0;319.65;181.83;287.26;0.0;188.47;382.58;247.36;731.61;77.02;525.31;6.74;0.0;104.03;20.0;29.79;103.78;6 033,44;5 133,52;6 243,74;2 231,74;721,59;3 899,90;1 704,33;655,64;1 483,06;1 934,94;922,49;1 585,24;1 654,60;757,71;3 571,30;2 752,40;929,58;866,36;0.0;174.02;3 267,66;956,03;0.0;467,08;269.75;278.3;249.27;4 399,58;753,13;37 514,16;0.0;1 719,14;600,09;3 904,58;1 887,27;46.53;48.2;50.28;52.99;37 031,64;25 616,51;1 635,98;125,73
2021-01-03;99000000000;03.01.2021;78.9;116.25;79.91;37.79;82.32;49.78;38.59;236.76;34.56;70.3;35.82;133.4;55.32;384,1;213.81;0.0;249.6;174.48;283.41;0.0;228.41;386.31;252.31;716.08;77.04;555.03;6.15;0.0;112.82;21.33;31.43;91.45;6 294,80;5 346,80;6 585,85;2 670,15;379,97;5 342,80;1 456,52;447,57;1 554,85;1 901,20;751,79;1 061,13;1 097,22;662,66;3 247,20;2 936,69;553,12;979,61;0.0;122.79;2 467,02;532,98;0.0;231,34;377.62;325.12;290.34;6 225,68;699,02;30 362,96;0.0;1 004,84;358,25;2 887,77;2 144,28;46.56;48.25;49.53;53.34;46 317,13;46 065,19;3 195,75;1 110,29
2021-01-10;99000000000;10.01.2021;81.01;127.61;79.71;37.33;84.76;59.32;39.04;216.0;33.95;67.7;37.89;113.6;55.24;304,49;209.22;0.0;0.0;179.47;282.43;0.0;211.81;380.98;252.81;724.02;76.62;559.36;6.46;188.6;107.72;20.65;34.06;93.51;6 422,64;5 471,50;6 572,57;2 901,71;418,03;5 743,50;1 640,65;695,55;1 755,50;2 658,37;1 021,68;1 559,64;1 606,51;913,42;4 367,10;2 978,58;642,87;1 343,52;0.0;0.0;3 098,28;742,85;0.0;320,15;439.57;397.96;287.98;6 708,27;817,19;37 512,75;29.65;1 512,12;438,34;3 652,20;2 521,40;46.24;48.23;49.71;53.26;40 622,54;41 054,01;2 768,04;1 859,77
2021-01-17;99000000000;17.01.2021;78.77;120.89;80.78;36.1;61.57;50.66;41.14;230.93;33.8;77.05;37.36;134.6;54.1;290,26;211.39;0.0;411.35;179.57;274.28;0.0;213.25;373.32;249.84;722.71;77.83;543.35;5.66;178.27;106.38;22.19;30.95;90.0;6 585,80;5 596,14;6 846,35;2 973,93;478,4;5 286,11;2 244,94;1 144,83;2 284,88;2 870,22;1 061,91;1 790,94;1 193,81;1 020,10;4 151,50;3 098,22;786,61;1 447,56;0.0;121.29;3 502,91;995,62;0.0;350,48;489.28;391.42;336.26;6 250,05;822,89;37 600,00;29.25;1 972,41;449,96;3 848,46;2 715,09;46.62;48.3;50.02;53.14;41 135,59;36 151,08;2 675,98;1 747,57
2021-01-24;99000000000;24.01.2021;76.81;121.14;81.32;36.89;67.61;53.42;39.87;208.0;34.14;70.74;37.35;118.3;53.39;303,54;207.71;0.0;449.62;174.22;279.84;0.0;222.65;388.02;251.8;704.66;76.81;541.35;5.72;188.02;113.34;20.02;29.42;89.01;6 762,46;5 760,24;6 922,92;3 192,38;585,45;5 569,16;2 164,33;964,15;2 046,44;3 110,14;1 311,03;1 917,51;1 863,10;1 083,28;4 599,60;3 578,26;694,64;1 424,34;0.0;112.83;3 258,50;1 051,70;0.0;322,23;461.45;412.61;372.24;6 659,56;817,14;38 424,50;34.37;1 831,65;412,67;4 050,64;2 673,96;46.32;48.33;49.86;53.33;37 941,91;35 969,89;2 892,84;1 639,79
2021-01-31;99000000000;31.01.2021;76.0;120.87;81.28;36.11;69.27;53.86;40.64;210.86;33.78;74.17;38.2;138.1;53.8;259,95;203.12;0.0;251.08;178.02;284.48;0.0;238.57;373.99;247.68;724.21;76.65;523.77;6.01;0.0;114.3;21.74;29.8;86.08;6 771,90;5 743,55;7 022,35;3 509,55;495,75;5 483,93;2 195,45;957,78;2 150,50;2 987,81;1 366,48;1 803,14;1 695,97;892,82;4 119,30;3 920,71;1 077,77;1 622,23;0.0;133.4;3 677,72;998,02;0.0;301,81;508.92;430.69;330.15;6 555,00;941,56;41 055,00;0.0;1 923,02;536,39;4 378,82;2 949,73;46.73;48.85;51.48;53.3;47 697,20;34 941,42;3 925,25;1 192,32
2021-02-07;99000000000;07.02.2021;78.73;130.84;81.0;37.42;81.08;54.95;47.31;222.5;36.99;75.58;40.08;134.7;53.79;274,26;207.89;0.0;404.43;183.45;280.23;473.47;204.04;383.4;252.66;734.09;75.05;537.15;6.58;0.0;120.28;20.76;29.59;84.03;6 790,65;5 768,89;7 021,53;3 578,92;449,23;6 018,66;2 028,88;738,87;1 947,82;3 097,47;1 106,42;1 952,09;1 845,64;959,7;4 533,40;3 426,33;1 021,18;1 519,61;0.0;193.48;3 436,22;1 330,21;30.65;314,83;467.79;409.75;326.64;7 957,47;859,58;45 923,12;0.0;1 883,90;525,69;4 225,45;2 758,95;46.75;48.97;51.5;53.33;54 089,07;19 238,56;3 462,16;1 432,43
2021-02-14;99000000000;14.02.2021;77.68;124.56;81.04;37.09;69.72;56.61;51.39;239.11;38.83;76.48;41.39;150.5;53.56;356,97;205.15;0.0;252.82;183.79;281.2;0.0;196.96;357.28;250.8;718.87;74.54;528.87;6.69;0.0;117.81;22.1;30.44;90.2;6 767,31;5 728,36;7 080,20;3 690,15;451,07;5 819,10;1 958,51;879,24;1 879,31;2 877,33;1 516,85;1 787,14;1 642,45;922,3;3 905,50;3 876,60;1 055,22;1 564,34;0.0;231.67;3 343,92;1 308,21;0.0;374,89;483.12;384.43;310.03;7 036,09;920,91;41 522,00;0.0;1 942,23;461,35;4 260,07;2 928,77;46.63;48.5;51.43;53.32;40 845,51;33 051,22;2 148,96;615,36
2021-02-21;99000000000;21.02.2021;72.41;131.4;81.4;37.39;72.46;54.35;52.29;241.97;36.69;77.23;43.85;139.0;53.08;336,36;212.49;0.0;320.84;192.93;276.68;0.0;211.83;357.07;250.94;694.43;75.53;552.5;6.6;176.35;117.48;19.81;31.82;93.63;7 167,99;6 083,02;7 417,12;4 056,31;694,18;6 192,25;2 197,97;984,4;2 184,42;3 363,25;1 813,13;2 100,86;2 163,47;1 144,15;5 695,00;4 228,95;1 314,45;1 536,88;0.0;282.93;4 175,50;1 981,97;0.0;423,29;594.27;473.52;441.92;7 439,81;1 084,82;41 626,00;34.08;2 170,25;561,83;4 799,98;3 090,58;46.8;48.48;50.25;53.41;46 427,86;35 666,33;3 335,69;635,07
2021-02-28;99000000000;28.02.2021;75.72;120.38;81.47;37.95;68.97;53.3;52.57;227.83;51.17;80.52;42.79;136.7;53.28;370,67;223.58;0.0;450.3;178.56;258.67;0.0;208.4;356.87;250.18;707.81;75.28;548.65;6.53;167.35;116.23;22.75;30.61;85.37;7 199,12;6 120,88;7 453,46;3 710,26;561,07;6 091,38;1 809,15;995,26;2 021,65;2 961,24;1 372,16;1 868,87;1 760,28;1 038,16;5 712,50;4 099,14;1 016,52;1 480,62;0.0;194.98;3 311,75;1 254,63;0.0;351,54;518.55;436.44;328.22;7 273,68;909,05;36 926,00;36.77;2 064,89;455,61;3 971,02;2 560,31;47.04;48.57;50.16;53.36;30 069,35;24 696,93;2 976,82;949,31
2021-03-07;99000000000;07.03.2021;76.85;145.85;81.3;34.68;81.12;52.82;51.92;224.79;45.61;86.33;43.52;129.8;52.91;820,23;211.82;0.0;448.64;213.93;281.06;0.0;208.37;383.99;247.92;689.19;75.91;571.86;7.43;178.14;117.65;23.9;30.34;87.97;6 969,59;5 933,89;7 176,48;3 454,18;684,32;6 695,25;1 961,81;706,65;1 919,57;3 808,05;2 432,98;2 250,88;2 099,99;990,86;7 302,30;4 059,24;1 282,71;1 453,03;0.0;226.15;3 858,54;1 788,79;0.0;503,17;470.69;625.46;440.27;7 996,55;1 242,24;53 487,30;34.84;2 145,32;558,39;4 722,46;2 898,18;47.44;49.2;51.02;53.23;44 598,59;36 306,26;3 306,21;1 077,60
2021-03-14;99000000000;14.03.2021;80.32;132.0;89.63;38.2;69.39;56.59;51.52;204.86;39.18;82.01;47.74;138.7;53.81;282,64;209.34;0.0;383.59;206.66;274.52;0.0;198.51;381.04;246.43;712.66;76.0;550.27;7.55;167.14;119.62;22.1;31.46;79.93;7 026,28;5 956,84;7 187,43;3 174,68;478,64;5 955,65;2 440,26;851,08;1 835,58;3 079,16;1 542,32;1 725,19;1 633,07;864,53;3 949,00;3 352,72;1 001,81;1 344,97;0.0;98.08;2 759,60;1 171,27;0.0;394,12;474.95;566.88;312.96;8 086,98;756,83;44 434,50;28.38;2 033,90;474,86;4 000,98;2 780,58;47.02;49.18;50.6;53.19;37 727,18;31 363,71;2 538,94;717,27
2021-03-21;99000000000;21.03.2021;77.6;128.01;80.76;37.51;83.05;52.66;51.82;207.88;47.27;81.04;47.92;149.9;53.75;294,34;209.66;0.0;224.14;204.4;281.62;0.0;198.35;389.73;250.93;726.21;76.18;559.58;7.31;172.26;120.09;20.08;32.18;79.23;6 791,40;5 752,25;7 059,97;3 081,92;420,88;5 626,47;1 875,46;657,8;1 827,21;3 328,88;1 395,26;1 747,47;1 553,65;1 003,95;3 437,50;3 076,25;792,9;1 307,78;0.0;151.45;2 372,29;1 016,21;0.0;406,87;365.6;340.13;273.81;6 342,65;682,98;35 217,00;26.58;1 756,17;572,28;3 655,33;2 131,41;47.05;49.14;51.16;53.37;34 224,65;28 693,63;2 538,56;426,11
2021-03-28;99000000000;28.03.2021;78.62;121.63;80.83;36.19;83.0;56.5;53.92;189.76;49.64;84.46;48.95;148.6;53.86;300,49;218.18;0.0;279.66;211.18;293.7;0.0;193.52;393.14;250.55;508.4;75.59;547.97;9.12;0.0;120.11;20.23;31.61;87.97;6 951,83;5 897,76;7 149,92;2 953,03;435,8;5 449,00;2 082,20;709,35;1 749,77;2 973,59;1 726,62;1 579,93;1 445,74;979,62;3 488,20;3 277,32;815,42;1 321,00;0.0;165.72;2 554,00;869,75;0.0;327,78;404.96;351.35;424.67;6 401,41;657,39;17 808,00;0.0;1 843,50;401,33;3 846,06;2 297,06;47.44;49.21;51.48;53.29;37 482,06;31 589,46;2 790,93;601,82
2021-04-04;99000000000;31.03.2021;67.53;119.71;85.16;36.66;65.33;37.9;53.95;177.5;44.45;89.24;50.16;144.0;54.81;288,62;221.75;0.0;206.81;214.43;286.75;0.0;177.64;391.54;231.4;670.36;74.16;541.6;8.58;167.52;123.61;20.47;30.52;82.13;6 878,35;5 823,17;7 050,45;3 530,75;490,81;6 416,86;2 258,00;917,52;3 364,80;2 754,45;1 394,00;1 380,69;1 316,90;926,33;3 515,50;4 327,08;962,66;1 498,15;0.0;240.42;3 027,27;1 111,97;0.0;433,1;473.68;442.09;305.59;7 463,16;713,22;30 918,60;31.17;1 859,71;348,67;3 903,84;2 571,61;47.7;49.28;50.94;53.01;41 072,04;30 001,89;3 092,11;1 344,57
