date;oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
2020-01-26;99000000000;26.01.2020;69.95;111.63;75.69;33.6;54.86;50.18;33.7;158.25;30.32;49.05;39.14;120.9;35.75;272,51;194.54;0.0;296.71;175.51;269.41;0.0;207.14;385.67;245.18;738.39;72.16;564.64;5.33;135.45;80.08;19.77;25.46;72.84;5 625,11;4 782,02;5 842,37;2 218,98;409,49;4 235,05;1 568,10;775,39;1 655,89;3 085,40;1 233,01;1 322,75;1 322,59;787,54;2 933,40;2 495,81;626,41;977,84;0.0;111.21;2 306,04;570,1;0.0;274,76;310.75;272.83;257.74;6 390,93;477,53;37 460,00;36.25;1 429,37;600,37;2 851,91;1 564,38;44.61;46.57;47.05;53.0;29 495,23;22 967,68;2 337,65;35,09
2020-02-02;99000000000;02.02.2020;71.16;108.98;77.19;33.34;50.71;46.36;34.31;175.93;30.05;50.87;47.08;120.4;31.5;269,45;186.31;0.0;0.0;171.7;272.11;0.0;206.93;389.73;243.25;746.92;72.17;575.65;4.94;0.0;77.28;19.2;26.5;78.4;5 713,53;4 855,77;5 928,45;2 177,26;456,44;4 211,65;1 938,46;874,27;1 781,47;3 269,81;745,84;1 539,15;1 502,70;764,11;3 219,20;5 588,76;668,95;1 049,46;0.0;0.0;2 473,32;565,86;0.0;306,33;283.61;299.81;248.33;5 472,83;488,17;38 423,00;0.0;1 477,79;689,56;2 888,36;1 964,69;45.3;46.67;47.23;53.0;33 197,91;24 418,37;2 058,54;157,78
2020-02-09;99000000000;09.02.2020;67.15;111.07;76.74;32.18;50.69;43.85;32.89;216.7;37.57;53.9;65.77;120.2;33.99;294,43;187.61;0.0;0.0;177.3;270.0;0.0;189.43;377.91;237.24;742.93;74.26;569.78;4.19;135.4;78.76;19.48;24.64;72.42;5 888,91;5 010,59;6 115,49;2 417,80;493,86;4 164,07;2 024,06;962,38;1 883,92;3 624,38;580;1 499,91;1 255,17;639,5;3 063,50;4 331,78;622,99;1 040,32;0.0;0.0;2 512,37;589,05;0.0;324,46;318.31;319.17;243.65;5 414,00;407,79;51 586,00;32.84;1 488,29;459,04;2 963,47;1 828,75;44.72;46.65;47.2;52.98;26 881,49;24 055,99;2 185,56;13,78
2020-02-16;99000000000;16.02.2020;64.22;117.61;77.84;33.94;51.14;46.76;34.64;230.55;36.51;56.0;65.41;115.7;34.14;289,7;182.36;0.0;262.73;174.95;271.96;0.0;204.48;377.67;243.01;727.98;74.54;569.85;5.07;134.14;78.06;19.14;26.99;81.59;5 748,14;4 880,89;5 950,42;2 854,75;547,95;4 370,90;2 100,65;980,45;1 623,88;3 527,50;669,39;1 470,59;1 357,95;915,48;3 294,80;3 374,37;767,8;1 193,31;0.0;136.37;2 951,82;654,37;0.0;337,98;336.03;337.58;271.67;5 896,27;505,05;35 592,00;42.33;1 810,41;422,12;3 424,52;2 387,41;44.96;46.66;47.18;53.0;31 808,70;23 373,49;2 296,92;30,38
2020-02-23;99000000000;23.02.2020;63.2;127.03;76.16;32.83;50.83;46.22;34.67;147.01;36.61;64.86;45.46;115.0;32.23;375,27;194.54;0.0;0.0;180.04;285.25;0.0;219.17;374.92;237.54;717.37;75.21;562.96;5.13;0.0;79.81;20.38;25.81;79.29;5 888,29;5 020,15;6 057,48;2 018,15;449,38;3 957,67;1 549,89;699,87;1 116,70;3 374,06;1 642,86;1 188,11;851,22;867,79;3 756,50;3 095,86;552,31;762,56;0.0;0.0;2 459,52;561,28;0.0;329,8;273.44;321.14;200.35;4 753,06;552,34;31 714,00;0.0;1 294,00;367,31;2 834,25;1 733,30;44.71;46.68;47.22;0.0;24 433,20;19 979,55;2 133,36;0
2020-03-01;99000000000;01.03.2020;66.58;120.04;77.12;33.39;57.44;49.11;34.57;139.92;37.46;63.06;51.32;128.2;34.85;339,77;190.61;0.0;0.0;175.64;276.98;0.0;212.62;377.11;231.01;686.74;74.55;553.12;4.47;0.0;78.43;20.28;27.74;80.0;5 747,73;4 878,68;5 963,77;2 153,91;392,36;3 890,52;1 878,29;750,2;1 414,09;2 999,92;1 490,05;1 135,39;1 134,48;747,92;3 183,90;2 728,56;697,54;852,47;0.0;0.0;2 304,03;590,57;0.0;288,91;320.33;411.61;215.53;5 320,64;471,93;41 120,00;0.0;1 440,84;539,19;2 726,92;1 852,78;44.95;46.92;47.42;50.89;28 411,96;22 507,05;2 017,65;3,93
2020-03-08;99000000000;08.03.2020;65.98;125.67;76.27;32.39;52.99;41.64;34.69;146.73;44.01;62.67;40.99;134.9;35.54;1 102,92;213.61;0.0;0.0;194.71;287.39;0.0;212.42;384.57;237.67;725.62;73.7;576.91;4.81;0.0;82.37;20.21;32.04;85.93;6 115,63;5 215,81;6 427,92;1 602,80;429,35;3 800,40;888,76;561,32;1 015,56;3 147,84;1 816,19;1 116,96;1 032,10;535,39;2 880,30;1 528,79;535,71;600,06;0.0;0.0;2 082,62;665,38;0.0;292,44;201.54;213.16;168.28;4 075,18;465,29;28 476,00;0.0;1 062,23;223,8;2 350,88;1 398,80;45.06;47.04;47.54;51.0;25 556,28;19 701,87;1 693,34;5,88
2020-03-15;99000000000;15.03.2020;64.94;116.65;80.42;33.32;64.01;50.31;34.68;170.49;37.32;61.19;47.63;127.6;36.79;296;193.92;0.0;344.66;178.43;253.23;0.0;200.15;379.05;237.82;710.29;73.02;586.33;4.43;130.04;79.64;19.63;26.1;75.4;5 862,57;4 975,96;6 091,81;2 734,25;593,16;4 053,89;2 018,75;1 011,47;1 960,78;3 729,57;945,25;1 605,79;1 395,45;763,07;2 994,40;3 179,03;633,9;1 073,88;0.0;113.95;2 610,96;836,68;0.0;341,79;339.32;319.05;285.2;5 930,06;456,34;37 667,20;42.56;2 140,87;489,84;3 208,57;1 886,65;45.66;47.04;47.57;51.0;33 468,47;23 477,03;1 993,88;96,88
2020-03-22;99000000000;22.03.2020;72.05;110.22;80.58;32.53;61.3;47.14;34.42;165.83;37.95;57.11;36.81;125.8;36.31;308,52;195.36;0.0;0.0;181.67;264.79;0.0;202.12;389.55;236.25;706.83;74.65;563.95;4.55;126.97;78.89;19.38;26.72;91.26;5 806,01;4 932,38;6 026,17;2 853,44;525,13;4 166,53;2 314,28;1 074,71;2 213,79;3 644,65;1 253,02;1 541,93;1 632,19;1 004,08;2 917,30;3 041,01;558,68;1 052,58;0.0;0.0;2 408,53;698,61;0.0;315,62;340.56;289.45;238.03;5 114,70;512,25;33 997,00;26.26;2 109,81;1 050,15;2 926,08;2 173,02;45.32;47.06;47.54;51.0;29 317,44;23 876,02;2 550,06;77,61
2020-03-29;99000000000;29.03.2020;70.88;111.19;79.1;33.73;53.85;50.42;35.88;164.41;37.32;63.01;42.04;119.0;37.3;290,41;191.46;0.0;271.69;183.24;254.44;0.0;218.35;401.04;244.35;731.36;73.97;565.36;5.09;0.0;81.19;21.67;24.55;81.19;5 762,55;4 893,80;5 957,17;2 710,27;540,64;4 335,89;2 365,47;1 412,27;2 154,19;3 773,15;1 441,71;1 683,72;1 461,11;915,69;3 792,70;3 159,12;570,87;1 036,47;0.0;174.41;2 745,28;745,31;0.0;309,75;309.16;288.46;309.5;5 545,11;584,99;38 534,00;0.0;1 708,02;1 015,20;3 455,48;1 666,14;45.08;47.03;47.57;51.0;25 780,88;23 581,16;2 326,99;57,39
2020-04-05;99000000000;05.04.2020;67.61;119.17;80.2;32.53;55.98;49.74;37.69;160.68;37.61;65.19;44.27;142.8;36.89;274,34;186.44;0.0;0.0;189.08;261.6;0.0;196.73;401.37;249.14;712.79;74.98;582.02;5.53;133.12;80.49;20.05;25.67;79.11;5 928,08;5 020,34;6 214,34;1 977,20;361,07;3 879,35;1 734,61;735,67;1 333,29;2 883,08;1 245,23;1 341,24;1 302,41;1 014,64;2 831,90;2 574,91;498,86;939,79;0.0;0.0;1 964,72;631,64;0.0;306,88;324.15;299.82;224.54;5 097,85;459,56;32 772,00;34.63;1 218,08;326,68;2 544,23;1 364,05;45.11;47.01;47.49;0.0;16 871,76;13 565,71;1 309,93;0
2020-04-12;99000000000;12.04.2020;68.52;127.66;80.42;34.18;64.87;54.77;36.67;188.43;38.89;67.19;60.04;139.3;37.01;273,35;188.17;0.0;0.0;194.62;260.71;0.0;219.39;384.96;239.26;727.56;75.5;567.76;5.41;142.78;80.59;19.72;26.37;82.44;6 030,20;5 110,74;6 300,73;2 133,88;387,16;4 108,84;1 716,51;572,15;1 177,22;3 317,66;1 555,98;1 558,95;1 311,30;943,25;2 984,50;2 466,11;715,87;1 078,39;0.0;0.0;2 452,81;911,36;0.0;295,13;363.43;329.88;261.83;5 434,79;573,49;39 594,50;31.86;1 363,71;342,36;3 315,13;1 408,32;45.09;47.04;47.56;0.0;21 619,08;16 952,16;2 119,29;0
2020-04-19;99000000000;19.04.2020;74.32;124.22;82.5;33.77;67.53;46.8;38.07;213.29;37.94;76.15;60.98;142.7;36.98;290,06;191.6;0.0;0.0;199.56;246.51;0.0;213.72;379.35;236.87;736.7;76.47;570.02;5.4;0.0;80.69;19.71;26.18;79.76;6 247,76;5 296,97;6 547,72;1 238,71;277,3;3 200,88;650,23;290,9;898,53;2 820,11;1 139,45;691,88;767,63;619,62;2 471,40;2 158,93;442,04;472,88;0.0;0.0;1 736,77;600,14;0.0;210,95;222.98;182.54;139.21;3 693,30;343,97;19 123,00;0.0;766,27;1 031,88;2 248,37;1 051,45;45.09;47.04;47.52;50.36;18 400,98;14 932,82;1 687,88;3 105,54
2020-04-26;99000000000;26.04.2020;72.58;113.44;79.94;34.37;68.18;50.38;38.04;203.44;37.21;69.76;58.34;138.8;34.81;258,58;188.03;0.0;0.0;197.01;271.85;0.0;203.23;387.05;247.2;736.69;76.04;566.23;5.54;125.22;80.1;19.86;25.25;75.69;6 167,99;5 237,12;6 448,09;1 834,45;390,44;3 844,04;1 372,36;453,18;1 305,95;3 402,18;1 573,23;560,07;992,67;935,06;2 422,70;5 101,11;779,97;1 167,09;0.0;0.0;2 219,91;577,42;0.0;296,53;313.7;298.47;233.6;5 096,08;568,25;34 068,00;31.62;1 172,50;779,95;2 961,45;1 453,00;45.36;47.02;47.56;50.47;23 244,42;17 004,38;1 625,28;3 806,76
2020-05-03;99000000000;03.05.2020;67.09;121.28;80.52;33.5;71.77;47.11;37.77;148.58;38.82;75.86;58.58;127.3;37.07;266,57;187.39;0.0;0.0;199.22;294.24;0.0;179.28;392.42;247.54;741.2;76.53;573.11;5.94;0.0;81.25;20.69;26.13;82.84;6 170,09;5 248,87;6 344,43;2 058,34;316,29;3 929,92;1 493,73;395,44;1 051,97;3 212,30;2 276,98;363,66;1 027,65;812,95;3 248,50;2 332,75;611,32;1 088,60;0.0;0.0;2 213,13;559,64;0.0;395,04;349.48;346.08;228.01;5 019,79;536,94;32 869,00;0.0;1 167,94;551,03;2 839,18;1 210,11;45.66;47.04;47.53;50.53;26 006,74;17 320,35;2 255,79;4 752,50
2020-05-10;99000000000;10.05.2020;68.26;105.98;80.55;35.01;66.35;48.7;39.9;124.72;46.0;66.73;56.7;131.7;37.34;272,34;195.43;0.0;0.0;197.13;279.04;0.0;228.34;389.02;246.32;741.13;76.81;564.28;5.25;0.0;80.66;20.86;25.66;78.92;6 017,31;5 110,86;6 208,46;2 046,21;328,98;3 663,98;1 431,09;490,75;1 165,28;3 354,21;2 282,21;438,54;1 107,76;930,69;3 079,50;2 390,21;682,25;963,97;0.0;0.0;1 852,08;485,5;0.0;245,91;309.6;326.84;208.19;4 997,16;523,16;40 112,00;0.0;1 242,22;334,77;2 676,21;1 303,26;45.07;47.04;47.53;50.51;22 473,09;16 336,95;1 908,39;3 109,47
2020-05-17;99000000000;17.05.2020;69.88;120.0;80.56;34.6;58.05;53.32;41.55;135.67;47.17;67.9;55.38;140.5;37.82;275,75;196.79;0.0;0.0;189.95;258.07;0.0;234.74;397.0;250.51;725.71;76.78;581.65;4.09;0.0;81.62;19.76;26.63;77.87;6 360,85;5 409,92;6 611,57;2 279,49;399,23;4 091,97;1 564,04;610,14;1 284,79;3 670,92;2 268,82;471,3;1 142,87;899,76;2 861,40;2 982,41;724,72;1 041,38;0.0;0.0;2 308,63;682,1;0.0;239,56;291.29;298.03;230.68;5 094,36;518,18;47 965,00;0.0;1 528,06;724,15;3 290,82;1 517,98;45.74;47.02;47.56;50.6;30 405,57;22 924,70;2 089,38;5 178,62
2020-05-24;99000000000;24.05.2020;67.44;121.05;81.08;34.2;57.64;54.96;41.05;164.69;58.81;61.11;41.72;126.6;36.99;271,87;198.5;0.0;0.0;186.95;273.23;0.0;206.97;392.91;250.31;714.1;76.95;563.87;4.7;0.0;80.69;20.03;27.46;89.41;6 256,19;5 334,17;6 454,99;2 037,88;340,15;4 013,56;1 267,99;636,13;1 111,82;3 156,67;1 629,07;519,05;1 293,54;1 108,12;2 973,00;2 617,84;626,93;1 073,46;0.0;0.0;2 402,19;633,66;0.0;263,37;342.36;303.91;230.13;4 904,30;510,56;41 230,00;0.0;1 307,24;902,62;2 899,62;1 574,14;45.76;47.04;47.57;50.42;27 352,66;21 731,36;1 884,79;3 969,91
2020-05-31;99000000000;31.05.2020;72.03;116.32;80.13;34.72;60.73;52.17;48.42;144.09;68.61;72.3;47.66;151.2;36.65;262,66;204.4;0.0;0.0;178.44;258.82;0.0;229.86;397.71;253.15;749.31;76.41;578.19;4.2;0.0;82.46;20.18;26.32;79.48;6 475,50;5 504,60;6 794,19;1 882,69;282,3;3 938,08;1 309,23;538,51;1 214,31;3 332,48;2 405,28;306,28;1 171,01;815,33;2 894,10;2 902,10;646,39;874,5;0.0;0.0;2 479,26;641,72;0.0;217,63;348.47;326.86;206.56;5 294,89;498,21;34 838,00;0.0;1 377,32;626,74;2 524,98;1 253,98;45.62;47.03;47.57;50.56;32 727,52;25 285,68;2 936,88;4 734,13
2020-06-07;99000000000;07.06.2020;72.33;118.2;86.28;34.84;52.47;56.28;48.42;125.11;69.89;74.3;47.71;139.3;37.72;296,51;202.46;0.0;0.0;187.27;258.21;0.0;250.1;393.01;243.97;737.2;73.92;571.18;4.25;0.0;77.71;20.23;28.08;83.5;6 480,67;5 507,89;6 686,99;2 144,76;325,14;4 410,46;1 623,56;702,12;1 317,81;2 919,64;1 980,90;341,03;1 072,35;1 005,78;2 799,40;3 028,92;647,3;939,04;0.0;0.0;2 460,85;861,69;0.0;205,68;360.23;298.17;226.05;6 003,37;515,12;35 614,00;0.0;1 821,68;460,86;2 862,13;1 446,22;45.53;47.03;47.56;50.81;31 543,84;23 086,77;3 043,76;6 059,81
2020-06-14;99000000000;14.06.2020;73.71;112.39;86.1;35.42;64.25;51.64;53.93;93.8;69.28;69.77;48.19;132.5;38.28;289,97;207.92;0.0;0.0;183.18;265.56;0.0;200.6;385.13;243.05;745.32;76.83;590.21;4.61;0.0;81.74;19.2;25.14;84.81;6 461,63;5 496,29;6 613,61;2 310,25;371,62;4 485,80;1 414,13;638,61;1 447,85;3 876,21;2 836,86;273,37;1 086,89;928,11;2 656,10;3 020,91;631,16;1 015,77;0.0;0.0;2 564,14;710,36;0.0;327,93;377.16;304.54;236.76;5 021,32;560,84;37 572,00;0.0;1 585,53;702,78;2 824,52;1 481,55;45.65;47.1;47.68;50.48;36 400,53;27 892,95;2 284,00;5 639,42
2020-06-21;99000000000;21.06.2020;84.07;120.31;81.9;35.79;64.43;53.13;68.52;131.96;69.39;69.44;50.58;128.6;39.31;297,49;204.9;0.0;0.0;183.16;265.7;0.0;196.85;383.67;235.4;741.4;76.78;546.99;4.31;0.0;81.32;20.8;27.81;80.89;6 316,06;5 357,07;6 473,32;1 881,66;376,89;4 128,68;1 502,99;708,36;1 279,64;3 315,13;2 038,26;352,92;1 222,94;1 203,30;2 612,90;3 017,89;563,81;995,4;0.0;0.0;2 554,86;719,27;0.0;311,04;373.42;340.32;231.02;4 735,63;629,17;34 594,00;0.0;1 624,56;628,74;2 617,72;1 391,39;45.5;47.07;47.64;51.21;36 502,13;22 869,19;2 041,62;5 700,57
2020-06-28;99000000000;28.06.2020;68.98;119.48;83.04;35.94;68.22;48.24;128.28;137.71;44.3;68.14;50.15;124.6;38.1;300,91;199.2;0.0;0.0;194.15;273.47;0.0;202.14;380.36;243.76;690.02;75.44;537.25;3.71;0.0;76.5;20.26;28.19;88.45;6 723,45;5 669,72;6 785,11;2 228,33;374,29;3 891,63;1 069,54;563,86;1 206,96;1 508,41;1 975,68;223,67;963,41;935,37;2 371,40;3 699,52;563,82;1 030,44;0.0;0.0;2 299,86;500,32;0.0;266,11;319.71;293.06;231.84;4 614,16;541,7;37 066,00;0.0;1 651,51;412,91;2 743,17;1 637,24;45.73;47.09;47.66;50.41;31 524,96;26 237,23;2 361,73;5 753,68
2020-07-05;99000000000;05.07.2020;74.83;119.16;82.52;37.0;83.32;51.9;94.43;109.08;39.76;69.68;44.68;131.1;39.2;313,35;199.03;0.0;0.0;196.76;268.96;0.0;233.71;390.22;244.35;634.4;77.04;564.24;4.17;0.0;82.4;19.96;25.89;72.84;6 571,77;5 560,86;6 683,01;1 972,43;303,82;3 693,59;970,83;452,41;1 142,98;2 351,77;1 981,55;319,89;972,21;891,77;2 368,40;4 454,04;518,55;1 093,26;0.0;0.0;2 054,32;582,03;0.0;189,85;321.33;312.16;225.03;4 910,65;488,41;29 561,00;0.0;1 266,71;317,65;2 615,23;1 466,52;45.99;47.46;47.91;50.84;34 856,62;29 137,88;2 666,86;5 982,75
2020-07-12;99000000000;12.07.2020;71.07;119.07;82.55;36.84;71.87;51.3;62.51;76.26;52.51;70.25;47.47;117.0;38.13;310,27;192.65;0.0;0.0;188.32;281.37;0.0;270.08;391.27;248.19;697.52;76.95;554.91;3.76;0.0;81.91;19.99;26.19;75.21;6 372,27;5 423,49;6 431,81;2 302,80;349,05;4 026,96;1 145,69;612,46;1 332,35;4 255,98;3 993,30;338,5;781,05;753,03;2 787,70;4 839,75;561,73;1 062,97;0.0;0.0;2 257,35;573,21;0.0;162,51;330.23;316.46;198.53;5 054,22;559,68;35 370,00;0.0;1 529,30;576,3;3 575,85;1 659,25;45.46;47.46;47.96;51.49;39 593,01;28 666,55;3 627,88;6 088,45
2020-07-19;99000000000;19.07.2020;72.4;117.4;82.79;37.26;64.11;50.59;58.89;103.1;41.04;66.63;52.53;114.5;37.96;285,68;207.35;0.0;0.0;198.19;284.76;0.0;267.72;380.76;249.6;662.14;75.09;553.97;4.25;0.0;82.47;20.65;26.01;90.42;6 012,22;5 098,57;6 057,89;2 247,21;253,23;3 879,55;861,33;603,44;1 148,98;2 829,13;2 325,45;203,3;829,32;567,88;2 331,70;3 632,63;535,65;940,95;0.0;0.0;2 095,08;519,48;0.0;164,4;328.33;336.12;245.77;5 807,23;495,37;32 118,00;0.0;1 439,40;607;2 983,04;1 598,86;46.06;47.45;47.94;50.87;40 372,65;35 233,07;2 245,01;6 550,61
2020-07-26;99000000000;26.07.2020;69.11;111.31;80.33;36.05;82.37;59.18;46.8;97.89;48.37;60.15;55.52;128.1;38.81;295,72;202.91;0.0;0.0;186.92;254.34;0.0;271.88;365.44;236.31;720.49;76.65;543.23;4.75;0.0;83.43;20.66;31.44;79.62;5 994,11;5 090,20;6 159,34;2 105,29;255,51;3 950,30;1 173,39;586,87;919,21;2 211,89;1 872,78;213,01;789,09;419,19;1 908,50;3 979,75;505,03;954,9;0.0;0.0;2 224,34;750,78;0.0;169,99;315.16;319.9;206.12;4 798,74;473,13;36 209,00;0.0;1 434,89;447,63;3 226,98;1 544,77;45.49;47.47;47.94;50.82;31 421,12;32 670,54;2 093,68;6 406,66
2020-08-02;99000000000;02.08.2020;72.56;110.83;81.27;37.05;76.86;56.3;42.61;84.54;40.71;62.08;54.55;109.8;38.44;285,75;205.12;0.0;0.0;191.69;247.87;0.0;269.58;388.23;252.28;726.88;75.96;536.06;4.36;0.0;82.11;21.2;24.6;81.54;6 130,37;5 227,97;6 202,63;2 084,16;272,09;4 054,50;1 148,87;562,54;1 083,66;2 248,71;1 815,21;246,28;732,47;386,72;2 204,70;3 400,66;580,1;942,77;0.0;0.0;2 101,38;593,33;0.0;153,1;260.05;303.13;219.64;4 900,62;505,25;31 919,00;0.0;1 531,05;614,31;3 530,79;1 444,37;45.49;47.47;47.93;50.78;34 006,56;35 419,24;1 938,04;6 548,34
2020-08-09;99000000000;09.08.2020;67.46;107.16;82.08;36.98;76.85;55.28;39.04;79.21;42.78;62.82;45.02;120.8;39.36;298,09;202.48;0.0;0.0;183.25;280.23;0.0;232.06;390.02;248.36;713.1;76.53;542.93;4.92;148.58;84.28;19.92;36.09;92.55;6 177,04;5 269,85;6 292,51;2 364,90;265,69;4 363,58;1 293,77;568,74;1 257,92;2 313,47;1 476,60;410,85;858,47;449,93;2 221,60;3 288,61;662,5;1 019,97;0.0;0.0;2 400,40;627,66;0.0;263,97;319.97;309.25;235.98;4 579,88;583,46;36 379,00;26.53;1 694,21;474,77;3 266,40;1 637,83;45.47;47.47;47.92;50.81;30 551,43;30 374,22;2 050,08;6 088,55
2020-08-16;99000000000;16.08.2020;68.52;94.21;81.78;37.63;62.46;55.9;41.13;108.73;39.2;64.73;42.04;117.6;39.76;309,33;205.26;0.0;0.0;198.06;306.89;0.0;259.36;389.84;247.22;714.57;76.44;545.43;4.37;148.75;84.27;20.54;34.11;79.4;6 203,06;5 295,16;6 305,67;2 561,25;479,42;4 502,67;1 376,62;785,05;1 421,97;2 012,66;1 003,97;427,22;792,48;563,79;2 207,10;3 769,04;598,04;1 063,44;0.0;0.0;2 228,42;522,57;0.0;212,97;321.62;312.01;231.23;4 977,75;622,7;34 014,00;35.04;2 019,67;545,63;3 705,73;1 733,60;45.45;47.5;48.0;51.56;40 245,35;33 584,03;1 731,33;5 664,29
2020-08-23;99000000000;23.08.2020;68.06;106.46;81.52;36.63;65.33;53.22;39.18;101.4;38.95;64.83;40.82;99.9;40.27;298,83;210.36;0.0;0.0;192.43;302.39;0.0;227.83;389.39;242.6;734.33;75.66;537.17;4.83;132.2;80.69;19.96;27.75;89.16;5 921,57;5 054,33;5 945,91;2 221,73;240,4;4 550,62;1 165,04;613,19;1 089,49;1 782,93;963,26;231,46;649,62;515,1;2 759,80;3 622,38;503,75;943,67;0.0;0.0;2 376,11;509,56;0.0;254,95;318.34;313.24;223.33;4 727,68;562,19;33 871,00;23.57;1 868,58;502,56;3 220,32;1 562,65;45.57;47.56;48.25;50.83;23 288,38;24 771,42;1 180,66;2 322,47
2020-08-30;99000000000;30.08.2020;67.41;111.46;81.71;37.11;64.55;44.03;35.72;98.34;36.85;60.08;38.31;114.1;40.22;335,18;209.51;0.0;0.0;196.25;291.42;0.0;270.87;390.18;251.89;732.67;77.22;537.24;4.58;0.0;83.04;19.97;25.47;79.07;5 953,46;5 076,80;6 054,07;1 932,94;217,59;3 853,89;1 218,97;588,18;1 238,95;1 903,11;763,05;224,32;643,09;502,59;1 851,30;4 423,82;414,49;852,27;0.0;0.0;1 715,05;419,91;0.0;183,95;240.3;271.25;191.39;4 436,43;410,8;29 803,00;0.0;1 469,26;429,83;2 674,46;1 325,78;46.33;47.71;48.25;50.78;25 881,88;22 165,82;871,32;2 935,46
2020-09-06;99000000000;06.09.2020;68.95;107.34;80.61;35.06;79.6;56.0;36.61;90.59;37.0;62.38;39.74;112.8;40.37;330,03;213.37;0.0;0.0;196.67;290.23;0.0;270.46;372.24;246.72;723.81;76.63;532.22;4.66;148.92;82.54;19.96;26.27;91.37;6 000,31;5 122,88;6 092,84;1 949,95;240,53;3 923,52;1 222,50;464,66;1 013,42;1 544,99;1 108,94;265,31;596,14;445,06;2 191,70;5 491,14;462,38;802,64;0.0;0.0;1 732,48;340,1;0.0;159,87;266.15;245.43;177.45;4 782,31;468,04;32 831,00;20.29;1 641,54;582,41;2 517,27;1 530,07;45.93;47.71;48.25;50.75;18 331,46;14 731,82;952,97;2 235,63
2020-09-13;99000000000;13.09.2020;67.74;106.35;81.59;34.24;72.89;45.71;33.38;135.51;35.34;62.1;38.48;125.1;41.29;319,01;210.28;0.0;0.0;191.4;297.79;0.0;260.34;383.46;241.82;729.27;76.63;539.07;3.97;0.0;82.24;20.29;27.47;93.28;5 805,15;4 933,53;5 984,45;2 197,10;273,96;3 842,24;1 171,04;554,74;1 535,13;1 921,55;801,98;265,48;678,44;514,09;2 133,80;3 881,33;495,77;903,45;0.0;0.0;1 955,57;418,62;0.0;161,5;257.86;271.4;216.78;4 339,84;496,6;32 268,00;0.0;1 733,53;591,58;3 133,05;1 551,53;45.61;47.68;48.24;50.77;18 704,12;18 513,14;1 228,45;3 157,03
2020-09-20;99000000000;20.09.2020;67.41;104.93;80.32;35.27;75.7;47.78;35.45;144.63;35.07;56.65;26.98;121.4;44.24;308,98;210.96;0.0;0.0;187.07;292.8;0.0;270.06;370.64;240.37;674.56;76.53;528.83;3.97;0.0;84.33;19.25;27.76;94.1;5 730,56;4 875,63;5 902,39;2 239,42;297,98;3 999,46;1 413,68;486,57;1 315,64;1 712,51;842,07;615,67;784,37;642,61;1 826,50;2 958,64;585,45;1 085,09;0.0;0.0;2 000,50;576,28;0.0;144,67;294.18;272.89;299.33;4 447,08;511,63;30 365,00;0.0;1 694,08;550,69;2 645,57;1 726,03;46.09;47.64;48.24;52.03;32 661,46;16 428,64;1 341,89;4 805,86
2020-09-27;99000000000;27.09.2020;71.82;110.45;80.87;35.36;85.18;53.75;37.64;149.02;34.76;67.43;37.13;125.3;45.7;311,15;209.44;0.0;0.0;198.17;282.98;0.0;260.9;377.51;246.83;743.91;76.29;547.55;4.52;0.0;83.0;19.68;34.93;84.05;5 939,71;5 050,53;6 132,90;1 890,18;257,57;3 728,37;1 126,70;401,42;911,16;1 368,51;827,76;411,76;502,82;481,23;1 664,60;2 819,57;602,06;882,26;0.0;0.0;1 772,38;361,37;0.0;140,74;299.58;261.94;207.95;4 153,54;451,27;26 282,00;0.0;1 516,21;438,33;2 567,55;1 287,02;46.23;47.68;48.24;51.56;33 178,57;19 456,79;1 052,30;5 421,16
2020-10-04;99000000000;04.10.2020;73.3;106.66;79.94;37.07;95.03;50.87;29.77;169.8;37.58;54.65;36.6;116.9;45.9;335,42;202.9;0.0;0.0;184.75;269.59;0.0;252.49;377.51;251.55;748.72;76.28;542.0;4.78;0.0;83.77;20.02;27.03;79.94;5 854,70;4 992,95;6 048,26;2 124,54;309,77;3 884,27;1 425,67;473,66;1 198,37;2 196,98;831,91;371,42;779,75;575,84;2 358,20;3 323,26;674,57;974,36;0.0;0.0;1 987,02;535,91;0.0;134,62;257.4;269.57;239.23;4 238,62;454,13;31 083,00;0.0;1 744,24;692,26;2 871,20;1 620,07;45.73;47.75;48.61;50.79;21 247,10;18 272,54;1 626,09;2 676,10
